Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.1777,810,0,0,0,1,-13.424,-1.5962,0.930104,0.818175,0.788473
m.17776,322,2,3,2,5,8.778,1.3175,0.416597,0.240584,0.885789
m.17794,846,9,10,9,11,12.442,1.1198,0.508824,0.296031,0.903651
m.17804,580,7,8,4,8,6.891,1.084,0.528785,0.306754,0.906946
m.17812,263,0,0,0,0,0.355,0.0643,0.960703,0.632376,0.966641
m.17821,322,26,33,26,27,0.003,0.0011,0.973717,0.648937,0.966607
m.17836,548,0,0,0,1,-6.052,-0.8153,0.988232,0.781099,0.935607
m.17853,531,0,0,0,0,4.535,0.6341,0.766474,0.456401,0.942818
m.10714,429,5,2,2,5,-0.961,-0.1015,0.989667,0.67402,0.965373
m.17857,135,0,1,0,2,-2.394,-0.4047,0.99528,0.733452,0.9555
m.17859,221,0,1,1,2,-3.113,-0.4651,0.9914,0.742547,0.953044
m.17886,251,0,0,0,1,-13.556,-1.6975,0.909249,0.819396,0.759002
m.17895,500,3,3,1,5,-3.537,-0.5029,0.988967,0.747805,0.951489
m.17897,385,3,4,2,5,-2.625,-0.5684,0.985378,0.756183,0.948745
m.17910,625,1,0,1,1,-0.54,-0.0682,0.985224,0.666134,0.965928
m.1793,310,1,2,2,3,2.789,0.6409,0.763918,0.454092,0.942356
m.1796,557,8,6,6,9,10.626,1.1428,0.496482,0.289265,0.901528
m.10723,443,1,0,0,1,-3.318,-0.3119,0.999482,0.717716,0.959137
m.17962,105,0,1,0,0,-2.971,-0.5199,0.987932,0.750066,0.950785
m.17970,233,2,1,0,1,-5.179,-0.6723,0.982906,0.76779,0.944047
m.17977,658,0,0,0,1,-0.918,-0.1725,0.996562,0.689977,0.963738
m.17984,639,9,10,10,12,-5.374,-1.0522,1,0.798257,0.910381
m.17992,724,6,7,4,8,4.26,0.6682,0.753433,0.444789,0.940482
m.180,623,1,1,0,1,-7.128,-0.452,0.992259,0.740649,0.95358
m.18001,225,1,0,0,1,0.829,0.109,0.950034,0.620188,0.966319
m.18009,870,0,0,1,0,2.704,0.5149,0.809887,0.496197,0.950568
m.1802,545,0,0,0,1,0.306,0.034,0.967241,0.640417,0.966696
m.18040,327,7,6,5,6,-4.052,-0.7558,0.984758,0.77588,0.939537
m.10726,1630,5,6,4,5,3.365,0.3502,0.871758,0.548866,0.959524
m.18048,376,7,11,6,11,-3.697,-1.4698,0.964766,0.815781,0.822616
m.18060,194,2,2,2,2,0.203,0.0422,0.965527,0.638259,0.966694
m.18062,181,6,7,5,4,-2.948,-0.5199,0.987932,0.750066,0.950785
m.18064,292,0,0,1,0,-3.535,-0.3737,0.997036,0.728437,0.956741
m.18070,421,3,3,3,3,2.829,0.5469,0.79827,0.485648,0.948561
m.1811,272,0,1,0,1,-4.864,-0.9532,1,0.791782,0.922869
m.18144,177,2,2,1,2,-5.418,-1.0175,1,0.796107,0.915046
m.18155,470,4,3,2,4,-5.041,-0.8535,0.991277,0.784243,0.93265
m.18216,767,0,1,2,2,-1.81,-0.267,0.999998,0.709317,0.960773
m.1000,214,19,19,20,23,-1.009,-0.3864,0.996349,0.730521,0.956235
m.1073,371,3,2,1,3,2.779,0.4357,0.839306,0.521866,0.955211
m.18280,786,1,0,0,0,-13.184,-1.4657,0.965944,0.815682,0.823696
m.18336,196,0,0,0,0,-5.256,-0.4379,0.993182,0.73856,0.954155
m.1834,596,6,7,3,5,-3.692,-0.5643,0.985569,0.755684,0.94892
m.18355,140,4,4,2,4,-3.731,-0.7176,0.983457,0.772299,0.941717
m.18359,423,2,2,1,3,4.615,0.8608,0.661813,0.378726,0.926251
m.18362,249,3,3,3,3,-7.031,-1.1693,1,0.804654,0.891964
m.18370,247,0,1,0,1,2.458,0.3249,0.881235,0.556708,0.960628
m.18387,243,1,1,0,1,0.757,0.1346,0.943355,0.613041,0.966004
m.18428,171,0,0,0,0,1.691,0.3103,0.88663,0.561201,0.961226
m.18439,485,0,0,0,1,0.453,0.0614,0.961354,0.633153,0.966652
m.1074,292,0,1,0,0,-3.259,-0.478,0.990555,0.744378,0.952515
m.18470,326,1,3,0,5,3.911,0.3172,0.88409,0.55908,0.960947
m.18493,251,1,2,2,3,8.372,1.3799,0.394297,0.224101,0.880574
m.1850,391,2,3,2,2,-3.497,-0.6433,0.983102,0.764737,0.945428
m.18531,393,0,0,0,0,4.722,1.1065,0.516136,0.299987,0.904877
m.18550,321,1,2,2,3,3.846,0.346,0.873341,0.550172,0.959713
m.18553,252,14,12,10,16,0.927,0.2508,0.907766,0.579245,0.963352
m.18556,357,11,14,9,9,-2.73,-0.3819,0.996598,0.729787,0.956414
m.18584,365,1,1,1,3,8.701,1.3495,0.404739,0.232087,0.883076
m.18586,202,2,1,1,2,-3.757,-0.5406,0.986765,0.752736,0.949921
m.10744,282,4,4,1,3,-13.684,-1.4551,0.968976,0.815421,0.826481
m.18614,518,1,0,0,0,-9.866,-0.51,0.988527,0.748757,0.951195
m.1862,270,0,0,1,0,-0.819,-0.0758,0.986301,0.667956,0.965814
m.1866,1135,3,2,3,6,4.253,0.7305,0.727615,0.423408,0.936089
m.1881,292,15,19,14,15,0.449,0.1174,0.947887,0.617856,0.966226
m.18818,131,0,1,0,0,-2.641,-0.3743,0.997004,0.728536,0.956717
m.18819,1444,21,17,19,22,1.763,0.7291,0.72823,0.42389,0.936189
m.18825,839,28,35,31,35,-0.873,-0.4319,0.993574,0.737656,0.954399
m.18834,354,7,8,5,6,2.484,0.2978,0.891194,0.565028,0.961715
m.18862,137,3,3,2,4,-4.289,-0.6915,0.983011,0.769738,0.943088
m.10763,330,0,0,0,0,4.242,0.5082,0.812335,0.498393,0.95098
m.1889,383,1,0,0,2,-2.722,-0.317,0.999348,0.718638,0.958944
m.18969,102,1,1,1,1,-1.937,-0.2829,0.999957,0.71235,0.960206
m.1897,265,1,3,0,1,10.09,1.1375,0.49929,0.290816,0.902017
m.1903,378,3,3,1,1,8.214,1.3839,0.392983,0.223056,0.88025
m.19079,424,0,0,0,0,-3.963,-0.648,0.983042,0.765241,0.945209
m.19080,266,1,1,0,2,-0.215,-0.0415,0.98114,0.659632,0.966267
m.19151,186,10,14,9,12,3.676,0.4976,0.816224,0.501858,0.951625
m.1916,493,0,0,0,1,2.812,0.4817,0.822092,0.507034,0.952577
m.19161,269,0,1,1,1,-2.413,-0.3073,0.99959,0.71688,0.959309
m.19191,287,0,0,0,1,9.34,1.9173,0.25271,0.093417,0.851211
m.19195,126,1,0,1,2,-2.428,-0.4424,0.992889,0.739232,0.953972
m.19225,469,1,1,1,3,-2.611,-0.6029,0.984037,0.76025,0.947252
m.1925,184,0,0,0,0,-6.83,-1.1138,1,0.801781,0.901242
m.1936,223,0,0,0,1,-8.812,-1.068,1,0.799196,0.908145
m.19365,277,3,4,3,5,4.087,0.6821,0.747927,0.440034,0.939516
m.19407,438,0,0,0,0,5.772,0.8363,0.675438,0.387058,0.92818
m.19416,143,6,5,5,5,-1.453,-0.2012,0.998298,0.696085,0.962921
m.19419,213,1,0,0,2,-2.427,-0.3092,0.999548,0.717226,0.959238
m.19446,282,0,1,0,2,-10.248,-1.1201,1,0.802121,0.900241
m.10807,572,28,27,17,32,7.021,1.4858,0.364153,0.196737,0.872526
m.19455,354,1,1,0,0,-1.735,-0.2192,0.999076,0.699812,0.962369
m.19460,144,0,1,1,1,-7.759,-1.3192,0.999998,0.811148,0.860975
m.19487,501,1,2,1,2,13.705,0.7784,0.705393,0.406912,0.932586
m.19494,241,0,0,0,1,0.298,0.0534,0.963119,0.635289,0.966676
m.19495,508,4,5,6,4,-2.442,-0.3983,0.995663,0.732436,0.955758
m.1950,311,1,0,0,1,-0.934,-0.1369,0.993559,0.682125,0.964631
m.19503,183,0,0,0,0,-7.04,-0.8496,0.990942,0.783929,0.93297
m.19504,313,0,0,0,0,-1.607,-0.2629,0.999981,0.708524,0.960916
m.19510,516,20,23,19,28,4.411,1.7494,0.312813,0.13057,0.857723
m.19514,1648,2,1,0,0,5.44,0.8671,0.658229,0.376593,0.925749
m.10812,189,1,2,2,2,-2.627,-0.3904,0.996122,0.731168,0.956075
m.19534,303,0,1,0,2,6.894,0.7935,0.697906,0.401719,0.931457
m.19543,104,1,2,0,3,-2.749,-0.3941,0.995908,0.731764,0.955926
m.19558,268,0,0,0,1,-4.09,-0.8623,0.992054,0.784946,0.931913
m.19580,222,2,2,1,1,-7.644,-0.9078,0.996412,0.788463,0.927728
m.19592,449,0,0,0,0,-19.675,-2.8085,0.323036,0.818484,0.292655
m.19597,531,6,6,7,10,-7.145,-1.885,0.882232,0.820701,0.693765
m.19598,1537,1,0,1,2,-14.742,-1.6106,0.926674,0.81838,0.784439
m.196,258,1,0,0,2,0.087,0.01,0.97203,0.646655,0.966646
m.19610,677,4,4,3,5,2.998,0.5633,0.792347,0.480202,0.947509
m.19621,362,0,0,0,1,-0.355,-0.0417,0.981172,0.659681,0.966265
m.10817,422,0,0,0,0,-3.523,-0.4716,0.99097,0.743475,0.952778
m.19657,547,1,1,0,1,7.287,1.6788,0.327302,0.147853,0.860988
m.19685,242,2,3,2,3,4.124,0.4707,0.826175,0.5106,0.953224
m.19688,311,0,0,0,0,10.137,0.5775,0.787217,0.475465,0.946587
m.19704,127,1,3,2,3,4.92,0.7824,0.703431,0.405536,0.932288
m.19726,448,0,0,1,1,0.248,0.0256,0.968955,0.642614,0.966688
m.19748,107,1,1,0,1,3.89,0.6735,0.751349,0.442978,0.940115
m.19768,178,1,2,1,1,5.98,0.4439,0.836214,0.519237,0.954756
m.19805,110,5,4,4,4,4.775,0.8292,0.679287,0.389482,0.928732
m.10818,372,1,2,0,1,3.55,0.5282,0.805044,0.491825,0.949742
m.1981,122,0,0,0,1,1.588,0.1341,0.943489,0.613182,0.966011
m.19866,117,0,0,0,0,-2.859,-0.5068,0.988725,0.74833,0.951328
m.19871,271,0,0,0,1,1.797,0.2003,0.924268,0.594188,0.964751
m.19899,782,1,1,1,4,4.144,0.3195,0.883238,0.558372,0.960853
m.19927,386,1,1,0,1,7.429,0.6516,0.759855,0.450452,0.941625
m.19949,302,0,0,0,1,9.825,1.9744,0.224688,0.082634,0.849179
m.1996,868,9,15,9,16,4.933,2.1514,0.144612,0.055845,0.84297
m.19966,302,7,7,5,5,-1.527,-0.2181,0.999035,0.699587,0.962403
m.19978,746,4,3,5,6,5.128,0.8842,0.648357,0.370824,0.924372
m.10831,206,2,2,0,1,6.548,0.5696,0.790072,0.478103,0.947102
m.19983,183,3,3,2,4,-2.329,-0.2367,0.999602,0.703358,0.961805
m.19991,861,9,10,8,10,-1.925,-0.6996,0.98311,0.770543,0.942672
m.19993,588,0,0,0,0,-5.398,-0.962,1,0.792401,0.921858
m.2,157,1,3,5,4,2.534,0.4951,0.817143,0.502673,0.951776
m.200,1142,18,22,15,22,2.458,0.8136,0.687578,0.394821,0.929932
m.20013,565,12,10,12,15,-7.17,-1.5982,0.929618,0.818204,0.787915
m.20024,272,0,1,0,0,2.677,0.3897,0.856772,0.536485,0.957637
m.20030,173,2,3,2,2,-0.438,-0.0891,0.988099,0.671113,0.965596
m.20041,230,14,16,14,9,-3.137,-1.4643,0.966345,0.815649,0.824065
m.10009,206,2,4,3,4,-1.73,-0.2539,0.999904,0.706769,0.961227
m.10852,208,1,0,0,2,4.408,0.697,0.741877,0.434926,0.938472
m.20048,384,3,2,4,3,-1.512,-0.1634,0.995884,0.687999,0.96398
m.20062,124,0,1,1,1,4.001,0.4903,0.818912,0.504238,0.952065
m.20081,531,0,5,1,2,4.191,0.6,0.779053,0.467921,0.945106
m.2012,191,0,0,0,1,7.081,1.1601,0.487463,0.284236,0.899931
m.20145,264,0,1,0,2,-12.326,-2.2718,0.777148,0.821164,0.506494
m.20155,114,1,1,0,1,-4.448,-0.7753,0.98571,0.777637,0.938328
m.20175,165,0,1,1,3,14.957,1.7452,0.313804,0.131579,0.857906
m.10862,241,0,1,0,0,-1.868,-0.3625,0.997599,0.726566,0.957184
m.20195,410,0,0,0,1,7.702,1.2675,0.436874,0.254083,0.890163
m.2022,539,0,0,1,0,-6.626,-1.1697,1,0.804673,0.891893
m.20253,281,3,4,4,3,8.029,1.2429,0.447623,0.26084,0.892365
m.2026,290,1,1,0,1,4.394,0.5877,0.783524,0.472051,0.945919
m.2032,373,7,8,4,9,-6.696,-1.4571,0.968407,0.815471,0.825956
m.20374,285,1,1,1,1,1.102,0.1754,0.93183,0.601416,0.965301
m.20468,481,0,0,1,2,1.653,0.1912,0.927078,0.596841,0.964963
m.10883,471,6,6,2,7,4.247,0.9274,0.622664,0.356414,0.920803
m.20487,290,0,0,0,1,-6.793,-1.3651,0.992604,0.812789,0.849642
m.2050,233,1,1,0,1,-1.08,-0.138,0.993665,0.682372,0.964606
m.20509,361,3,1,1,1,0.024,0.003,0.973362,0.648452,0.966616
m.20599,102,1,1,2,0,7.71,0.7937,0.697805,0.401651,0.931442
m.20656,236,0,2,0,0,2.986,0.5012,0.814902,0.500683,0.951407
m.2067,217,2,2,0,4,-8.057,-0.9233,0.997993,0.789618,0.926149
m.20828,231,1,0,0,2,5.572,1.14,0.497963,0.290083,0.901786
m.20898,435,0,2,2,1,5.511,1.1179,0.50986,0.296595,0.903826
m.20916,317,3,5,4,5,3.393,0.4551,0.832004,0.515636,0.954124
m.1089,117,6,6,4,6,-0.768,-0.0939,0.988718,0.672242,0.965512
m.20918,315,1,2,1,0,3.202,0.2371,0.912389,0.583335,0.963769
m.20924,380,7,8,4,8,-5.191,-0.5582,0.985858,0.754936,0.949179
m.20941,628,1,1,1,2,3.548,0.6458,0.762064,0.452426,0.942022
m.20945,770,0,1,0,1,5.98,0.415,0.847149,0.528471,0.956331
m.20951,166,3,3,4,4,-0.487,-0.0801,0.986895,0.668981,0.965746
m.20959,229,6,5,4,6,-0.308,-0.0348,0.980048,0.657976,0.966337
m.20967,304,0,1,0,0,-3.631,-0.5287,0.987425,0.751212,0.950418
m.20978,138,6,7,5,7,-1.562,-0.1788,0.996997,0.691335,0.963566
m.21,461,24,34,25,38,-8.405,-2.1866,0.809092,0.821244,0.552825
m.10893,298,20,19,20,15,-0.349,-0.0733,0.985952,0.667358,0.965852
m.21000,372,3,4,2,5,-11.992,-2.3338,0.74522,0.821055,0.471991
m.21002,259,0,0,0,0,5.692,0.7379,0.724328,0.42086,0.935555
m.21023,149,0,3,1,2,-2.912,-0.4015,0.995474,0.732945,0.955629
m.21046,141,0,0,0,1,5.511,0.9213,0.626342,0.358433,0.921314
m.21047,294,1,1,1,2,-3.819,-0.4748,0.990764,0.743928,0.952647
m.21049,288,0,0,0,0,-1.034,-0.1109,0.990786,0.676201,0.965191
m.21056,322,0,0,1,1,0.43,0.0734,0.958632,0.629925,0.966599
m.10905,398,4,4,3,6,-1.402,-0.2033,0.998403,0.696524,0.962858
m.2107,529,4,6,5,5,6.05,0.6254,0.769717,0.459349,0.943406
m.21070,221,0,1,0,1,-10.578,-1.2534,0.999999,0.80851,0.875744
m.21074,449,6,6,5,5,-12.556,-1.9309,0.874481,0.82089,0.675088
m.21131,238,0,1,0,0,1.258,0.1177,0.94781,0.617772,0.966223
m.21152,377,2,1,0,3,-4.511,-0.716,0.983422,0.772145,0.941804
m.21179,265,5,5,6,7,-8.664,-1.0433,1,0.797718,0.911609
m.21180,384,1,1,1,1,0.989,0.1433,0.940988,0.610586,0.965875
m.212,347,1,0,0,1,0.394,0.049,0.964074,0.636459,0.966685
m.21240,415,2,1,0,4,11.554,1.9978,0.212938,0.078524,0.848354
m.21267,565,0,0,0,1,-8.298,-1.4719,0.964163,0.815831,0.822063
m.21268,784,0,0,0,0,-3.785,-0.5829,0.984758,0.757919,0.948123
m.21313,552,5,7,5,7,4.245,0.8338,0.676798,0.387911,0.928375
m.2136,361,0,0,0,3,14.577,0.9412,0.614301,0.351867,0.919636
m.21372,330,0,1,0,0,-8.446,-0.9262,0.998291,0.789831,0.925844
m.21379,246,6,7,4,8,16.216,3.0719,0.01663,0.003474,0.82529
m.21388,376,0,0,0,0,-5.651,-0.7807,0.986005,0.778115,0.937981
m.10938,346,1,2,1,5,-6.721,-1.2037,0.999999,0.8063,0.885663
m.21438,701,5,5,3,5,-4.523,-0.9365,0.99936,0.790584,0.924737
m.21457,115,5,4,4,6,-4.752,-0.8548,0.991391,0.784348,0.932543
m.2146,314,1,0,1,2,3.308,0.4262,0.842899,0.524902,0.955731
m.2147,314,1,3,1,2,-0.509,-0.0985,0.989297,0.67332,0.965429
m.21474,364,1,0,0,0,3.966,0.4288,0.841916,0.524072,0.955589
m.215,195,6,9,7,10,23.332,4.3382,0.000052,0.000008,0.819111
m.21521,685,1,0,0,2,0.947,0.1902,0.927383,0.597132,0.964985
m.21529,322,0,1,0,0,2.92,0.4876,0.819909,0.505116,0.952226
m.21538,175,1,2,0,2,6.846,1.0226,0.564799,0.325697,0.91252
m.21596,525,10,11,9,8,4.849,1.3227,0.414611,0.239196,0.885343
m.10944,532,0,0,0,1,7.63,0.9171,0.628867,0.359826,0.921665
m.2164,240,1,2,1,1,-12.268,-2.0735,0.842166,0.821216,0.610443
m.21654,118,2,3,2,2,-7.111,-0.443,0.99285,0.739321,0.953947
m.21674,280,0,1,0,0,-15.344,-2.0104,0.857935,0.821118,0.640229
m.21683,274,1,0,0,1,5.225,0.4615,0.829609,0.513573,0.953757
m.217,121,10,9,8,10,4.645,1.0592,0.543095,0.31432,0.909212
m.21702,178,1,1,0,0,17.433,1.1879,0.473467,0.27626,0.897372
m.2171,309,0,0,0,0,2.146,0.4176,0.846161,0.527644,0.956193
m.21710,219,0,0,0,0,-7.948,-0.8185,0.988465,0.781368,0.935373
m.21798,281,1,1,0,0,9.802,1.2054,0.464975,0.271304,0.895769
m.10974,566,3,3,1,5,-4.305,-0.7427,0.984227,0.774674,0.940311
m.21812,233,0,0,0,0,-3.937,-0.9387,0.999589,0.790743,0.924496
m.21819,1189,0,0,0,1,1.735,0.2661,0.902485,0.574648,0.962854
m.21842,395,14,14,10,13,-0.316,-0.068,0.985195,0.666086,0.96593
m.2185,737,0,1,0,1,4.05,0.6679,0.753551,0.444892,0.940503
m.21939,120,2,3,2,3,2.931,0.4922,0.818212,0.503619,0.951951
m.21954,305,3,2,1,3,-6.738,-0.9315,0.99884,0.790219,0.925279
m.22085,331,3,3,2,3,0.481,0.0615,0.961332,0.633126,0.966652
m.2212,675,1,0,0,0,-10.693,-1.6178,0.925016,0.818478,0.782407
m.10015,205,3,4,5,6,-0.208,-0.0302,0.97928,0.656833,0.966381
m.10998,251,0,0,0,0,-8.699,-0.8841,0.994079,0.786656,0.929989
m.22127,173,0,1,1,2,2.92,0.3384,0.876196,0.552532,0.96005
m.22180,238,1,2,1,2,4.04,0.7171,0.733436,0.428019,0.937048
m.22205,653,3,4,1,2,-2.491,-0.2272,0.999344,0.701443,0.962114
m.22274,438,5,4,3,5,12.469,1.4154,0.383122,0.214862,0.877753
m.22282,310,10,11,7,7,11.381,2.1726,0.13718,0.053244,0.84224
m.22295,361,0,0,0,1,-6.474,-0.5649,0.985542,0.755757,0.948894
m.223,287,3,3,3,4,11.762,1.0464,0.550616,0.318271,0.910375
m.22300,797,1,0,0,2,-2.279,-0.2627,0.999981,0.708485,0.960923
m.22307,275,3,6,5,8,9.218,1.5517,0.349867,0.179916,0.868119
m.110,1165,35,35,26,33,2.662,1.1535,0.490877,0.286148,0.90054
m.22365,587,1,1,1,3,-0.06,-0.0117,0.976064,0.652192,0.966531
m.22392,222,11,9,9,8,-3.927,-0.6539,0.982981,0.765869,0.944932
m.22394,559,8,6,5,4,-9.89,-2.5237,0.574873,0.820389,0.373319
m.22405,246,3,5,4,5,12.714,2.0974,0.165979,0.063013,0.844851
m.2241,107,3,2,3,4,2.439,0.5183,0.808646,0.495081,0.950358
m.22412,708,1,1,1,3,0.687,0.11,0.949781,0.619911,0.966309
m.22416,142,0,0,0,1,-2.545,-0.2803,0.999976,0.711858,0.9603
m.22424,314,3,7,4,7,-0.625,-0.0974,0.989161,0.673063,0.965449
m.22427,401,1,0,0,0,-5.318,-0.4554,0.992038,0.741145,0.953441
m.22434,265,1,1,0,2,-7.492,-0.582,0.984796,0.757813,0.948162
m.1100,513,3,2,2,1,-2.552,-0.4675,0.99124,0.742891,0.952946
m.2244,1940,1,2,0,3,-0.351,-0.0461,0.981876,0.660763,0.966215
m.22447,261,0,1,1,2,-7.846,-1.3281,0.999931,0.811481,0.858823
m.2249,195,1,1,1,2,6.202,0.8503,0.667714,0.38229,0.927083
m.22518,514,0,0,0,0,14.096,1.655,0.331502,0.153794,0.862192
m.22539,256,1,0,0,1,-3.553,-0.4012,0.995492,0.732898,0.955641
m.22542,615,75,86,63,77,-4.791,-1.6878,0.910925,0.819299,0.761955
m.22547,139,3,3,3,2,3.577,0.4904,0.818875,0.504205,0.952059
m.22549,514,1,0,0,0,-9.884,-1.4622,0.966948,0.815597,0.824617
m.1103,1107,1,1,0,2,2.88,0.2623,0.903806,0.575792,0.962981
m.22580,202,1,1,0,3,-9.027,-1.3687,0.991769,0.81291,0.848736
m.22589,501,0,0,0,0,-11.061,-1.4972,0.95687,0.816402,0.815361
m.22603,222,0,0,0,1,-13.856,-2.0139,0.857117,0.821125,0.638625
m.2262,545,0,0,0,0,2.029,0.2363,0.912656,0.583573,0.963792
m.22620,173,0,0,0,0,8.045,0.9343,0.618489,0.354137,0.920221
m.22659,359,0,0,0,0,-8.064,-1.0518,1,0.798233,0.910437
m.22676,166,1,1,0,1,-5.462,-0.4239,0.994086,0.736438,0.954724
m.22691,209,1,0,0,1,3.417,0.3299,0.879373,0.555164,0.960417
m.227,359,8,6,7,10,-2.535,-0.3792,0.996743,0.729344,0.956522
m.22707,617,2,2,1,1,-6.757,-0.7448,0.984308,0.774869,0.940188
m.11035,299,4,2,1,3,10.979,1.8359,0.287045,0.110538,0.854215
m.2278,237,1,0,1,0,-4.87,-0.7334,0.983904,0.773804,0.940843
m.22782,553,11,14,8,10,6.777,1.4229,0.380902,0.21292,0.877172
m.22799,396,0,0,0,1,0.219,0.0204,0.969996,0.643966,0.966678
m.22810,245,1,1,1,2,-5.959,-0.7058,0.983213,0.771153,0.942348
m.22904,580,3,5,5,6,9.613,1.1186,0.509478,0.296387,0.903762
m.22921,1220,0,0,0,0,6.231,0.5032,0.814167,0.500029,0.951286
m.22944,994,12,12,9,13,8.392,1.0667,0.53873,0.31202,0.908529
m.22952,530,4,4,2,2,-6.392,-0.7233,0.983603,0.772846,0.941406
m.11045,121,1,1,1,2,-3.397,-0.5738,0.98514,0.756834,0.948515
m.22977,195,0,0,0,1,-4.659,-0.3496,0.998188,0.724372,0.95769
m.230,211,6,8,7,8,-13.491,-1.3563,0.994586,0.812491,0.851848
m.23037,263,11,10,6,13,4.279,1.1224,0.507408,0.295262,0.903411
m.23042,858,3,4,2,5,-0.508,-0.0793,0.986786,0.668791,0.965759
m.23072,302,4,2,2,6,-5.527,-1.0437,1,0.797742,0.911554
m.23079,454,0,0,0,0,3.023,0.6279,0.768788,0.458503,0.943238
m.2309,217,0,0,0,0,5.465,0.9661,0.599122,0.34374,0.9175
m.23101,403,0,1,0,1,1.476,0.1683,0.933914,0.603459,0.965441
m.23103,397,0,0,0,0,-8.107,-0.7277,0.983726,0.773265,0.941163
m.23134,126,2,3,0,2,3.202,0.645,0.762368,0.452698,0.942077
m.11093,943,0,0,0,0,-12.173,-1.1303,1,0.802664,0.898592
m.2316,597,0,1,1,1,-7.027,-1.0007,1,0.79502,0.917189
m.2317,307,0,2,0,2,-3.365,-0.562,0.985678,0.755403,0.949018
m.23218,266,0,0,0,1,-6.293,-0.9884,1,0.794206,0.918713
m.23233,725,1,3,1,3,6.127,0.6353,0.766024,0.455994,0.942737
m.23247,172,1,1,1,1,5.581,0.9318,0.620003,0.354961,0.920432
m.23275,219,0,1,0,1,-5.033,-0.6753,0.982908,0.768098,0.9439
m.23281,165,0,0,0,0,-5.754,-0.912,0.996837,0.788778,0.927308
m.23371,196,0,1,0,0,-4.119,-0.658,0.98295,0.766301,0.944737
m.23377,644,1,1,1,1,-13.918,-1.9406,0.872679,0.820925,0.671003
m.11100,1144,5,4,4,5,1.153,0.3509,0.871494,0.548648,0.959492
m.23397,127,3,2,2,3,-15.394,-1.2332,0.999999,0.807635,0.879897
m.23436,547,1,1,0,0,2.826,0.5145,0.810033,0.496329,0.950593
m.2349,652,1,1,0,1,7.265,1.4484,0.373713,0.206339,0.875239
m.2353,1773,2,2,2,4,6.091,1.4097,0.384843,0.21634,0.878198
m.23560,575,2,0,3,3,8.727,1.1978,0.468633,0.273451,0.896465
m.23572,144,0,0,0,1,12.052,2.1651,0.139746,0.054151,0.842498
m.23575,291,0,0,1,1,4.587,0.6882,0.745469,0.437944,0.93909
m.23588,389,0,2,2,4,-5.944,-0.7421,0.984203,0.774618,0.940345
m.23599,895,47,52,43,57,1.009,0.3475,0.872776,0.549706,0.959646
m.2360,1533,8,11,7,13,2.162,0.3973,0.853878,0.534085,0.957252
m.11107,150,4,6,6,8,-7.162,-1.9408,0.872641,0.820926,0.670918
m.23602,166,2,2,2,2,4.423,0.6495,0.760657,0.451167,0.941769
m.23607,647,10,11,10,14,-2.209,-0.3983,0.995663,0.732436,0.955758
m.23611,241,8,10,9,10,-8.003,-2.745,0.360398,0.818944,0.301823
m.23613,106,1,1,0,1,-1.706,-0.2299,0.999423,0.70199,0.962027
m.23626,176,3,2,1,1,-1.327,-0.1918,0.997797,0.694107,0.963198
m.23629,351,3,2,1,4,-3.03,-0.4392,0.9931,0.738754,0.954102
m.23632,169,1,2,2,1,2.647,0.529,0.804755,0.491562,0.949692
m.23661,550,0,1,0,1,-2.076,-0.2902,0.999887,0.713721,0.959941
m.23671,219,8,7,5,7,2.435,0.4837,0.82135,0.506384,0.952459
m.11149,227,7,8,4,9,-5.584,-0.8016,0.987287,0.779934,0.936578
m.23676,166,2,2,2,3,-4.685,-0.8999,0.995622,0.787867,0.928502
m.23685,446,29,34,25,32,-0.551,-0.254,0.999905,0.706789,0.961223
m.23699,552,11,9,8,13,0.213,0.0338,0.967283,0.640469,0.966696
m.23708,164,2,1,1,1,1.197,0.1922,0.926772,0.59655,0.96494
m.23716,147,7,7,6,7,-2,-0.3624,0.997604,0.726549,0.957188
m.23728,760,2,3,1,3,-3.897,-0.7375,0.984039,0.774189,0.94061
m.23737,412,5,4,5,6,3.397,0.4321,0.840667,0.523018,0.955409
m.23776,270,2,3,3,3,-1.745,-0.3097,0.999537,0.717317,0.959219
m.1002,498,0,1,0,0,16.529,2.7515,0.045278,0.011044,0.828708
m.23795,157,0,0,0,0,1.816,0.2917,0.893399,0.566889,0.961945
m.23814,289,1,1,1,2,3.251,0.5564,0.794838,0.482496,0.947954
m.23817,738,0,1,1,1,-6.978,-1.1318,1,0.802743,0.898347
m.23821,306,18,19,17,17,5.465,2.1114,0.16011,0.061076,0.844361
m.23824,188,1,2,2,2,10.099,1.1164,0.51068,0.29704,0.903965
m.23856,894,0,0,0,0,-4.665,-0.6654,0.982912,0.767075,0.944382
m.23859,213,0,1,0,0,-4.423,-0.4804,0.990398,0.744715,0.952417
m.23867,427,0,0,0,0,6.978,1.4054,0.386159,0.217456,0.878536
m.23918,356,0,0,0,2,-1.943,-0.4052,0.995251,0.733531,0.95548
m.23926,521,1,1,0,4,10.248,1.369,0.397949,0.226956,0.881462
m.11180,213,0,0,0,1,4.509,0.3964,0.854222,0.534369,0.957298
m.23962,496,1,1,1,2,5.8,0.6885,0.745348,0.437841,0.939069
m.23996,320,0,0,0,2,-11.748,-1.7141,0.906517,0.819554,0.75387
m.23997,257,1,1,1,2,-7.496,-0.6247,0.983441,0.762707,0.94628
